,s/n,Sector,Total demands,Junior middle school,Senior middle school,Technical secondary school,Junior college,Bachelor's degree,Master's degree,Doctor's degree,MBA,Unlimited
0,1.0,,1145.0,0.0,15.0,3.0,54.0,8.0,0.0,0.0,0.0,35.0
1,2.0,Computer software ,127.0,0.0,0.0,1.0,11.0,21.0,2.0,0.0,0.0,2.0
2,3.0,Sales management,1381.0,0.0,9.0,29.0,152.0,20.0,0.0,0.0,0.0,86.0
3,4.0,market/marketing,2494.0,1.0,51.0,5.0,119.0,19.0,1.0,0.0,0.0,96.0
4,5.0,Sales ,3649.0,1.0,45.0,55.0,153.0,8.0,0.0,0.0,0.0,182.0
5,6.0,Computer hardware,33.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0
6,7.0,Internet development and application,45.0,0.0,0.0,1.0,22.0,3.0,0.0,0.0,0.0,0.0
7,8.0,IT-Management,54.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,8.0
8,9.0,"IT-QM, technical support and more",82.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0
9,10.0,Communications technology,51.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
10,11.0,Electronics/appliances/semiconductor/instrumentation,108.0,2.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,6.0
11,12.0,Finance/auditing/tax,230.0,0.0,3.0,5.0,84.0,17.0,0.0,0.0,0.0,24.0
12,13.0,Engineering/machinery/energy,463.0,0.0,1.0,13.0,44.0,26.0,0.0,0.0,0.0,14.0
13,14.0,HR,151.0,0.0,2.0,0.0,43.0,10.0,0.0,0.0,0.0,22.0
14,15.0,Senior management,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0
15,16.0,Logistics/warehousing,417.0,14.0,37.0,7.0,15.0,0.0,0.0,0.0,0.0,67.0
16,17.0,Art/graphics/Animation design,166.0,0.0,0.0,7.0,21.0,6.0,0.0,0.0,0.0,12.0
17,18.0,Science & Technology,32.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
18,19.0,Legal profession/law,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
19,20.0,Education,560.0,0.0,4.0,0.0,12.0,16.0,1.0,1.0,0.0,4.0
20,21.0,Hospital/medical/care,35.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
21,22.0,Counsel/consulting,185.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,19.0
22,23.0,Transportation service,117.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,23.0
23,24.0,Construction/infrastructure/gardening,815.0,0.0,0.0,5.0,135.0,24.0,0.0,0.0,0.0,38.0
24,25.0,Banking,195.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
25,26.0,Office administration/logistics,531.0,2.0,7.0,20.0,130.0,13.0,1.0,0.0,0.0,41.0
26,27.0,Customer service and technical support,1016.0,4.0,20.0,5.0,39.0,0.0,0.0,0.0,0.0,26.0
27,28.0,Securities/finance/investment,67.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
28,29.0,Insurance,63.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
29,30.0,Production/operation,291.0,1.0,3.0,3.0,22.0,2.0,0.0,0.0,0.0,8.0
30,31.0,QMS/safety/environmental protection,90.0,1.0,2.0,7.0,21.0,3.0,0.0,0.0,0.0,1.0
31,32.0,Technical work,1099.0,13.0,26.0,15.0,3.0,1.0,0.0,0.0,0.0,108.0
32,33.0,Fashion/textile/furs,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
33,34.0,Procurement,38.0,0.0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,1.0
34,35.0,Trade,48.0,0.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0
35,36.0,Biology/chemicals/pharmaceuticals/medical equipment,154.0,0.0,0.0,0.0,8.0,11.0,9.0,0.0,0.0,12.0
36,37.0,Advertising,51.0,0.0,1.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0
37,38.0,PRs and news media,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,39.0,"Movies, TV and recreation",407.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
39,40.0,Literature/screenwriting/writing,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0
40,41.0,Real property,674.0,0.0,2.0,0.0,11.0,3.0,0.0,0.0,0.0,28.0
41,42.0,Property management,117.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,19.0
42,43.0,Restaurants & recreation,2178.0,4.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,181.0
43,44.0,Hotels/tourism,66.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0
44,45.0,Beauty and personal care,141.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0
45,46.0,General merchandise/chains/retail,767.0,1.0,7.0,6.0,9.0,0.0,0.0,0.0,0.0,34.0
46,47.0,Security/housekeeping/other,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
47,48.0,Graduates,446.0,0.0,0.0,1.0,18.0,8.0,1.0,1.0,0.0,20.0
48,49.0,Other,1010.0,4.0,7.0,3.0,42.0,4.0,0.0,0.0,0.0,47.0
49,,,,,,,,,,,,
