,s/n,Sector,Total demands,Junior middle school,Senior middle school,Technical secondary school,Junior college,Bachelor's degree,Master's degree,Doctor's degree,MBA,Unlimited
0,1.0,,1904.0,0.0,37.0,3.0,102.0,5.0,0.0,0.0,0.0,59.0
1,2.0,Computer software ,286.0,0.0,0.0,0.0,29.0,8.0,0.0,0.0,0.0,1.0
2,3.0,Sales management,1400.0,2.0,23.0,12.0,124.0,9.0,0.0,0.0,0.0,120.0
3,4.0,market/marketing,1676.0,2.0,48.0,21.0,102.0,8.0,0.0,0.0,0.0,67.0
4,5.0,Sales ,5827.0,2.0,131.0,40.0,233.0,7.0,0.0,0.0,0.0,223.0
5,6.0,Computer hardware,22.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
6,7.0,Internet development and application,499.0,0.0,0.0,1.0,44.0,3.0,0.0,0.0,0.0,28.0
7,8.0,IT-Management,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0
8,9.0,"IT-QM, technical support and more",62.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0
9,10.0,Communications technology,103.0,2.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0
10,11.0,Electronics/appliances/semiconductor/instrumentation,62.0,0.0,0.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0
11,12.0,Finance/auditing/tax,326.0,3.0,1.0,8.0,126.0,9.0,0.0,0.0,0.0,29.0
12,13.0,Engineering/machinery/energy,464.0,1.0,4.0,2.0,31.0,4.0,0.0,0.0,0.0,4.0
13,14.0,HR,336.0,0.0,8.0,1.0,111.0,17.0,0.0,0.0,0.0,13.0
14,15.0,Senior management,51.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,2.0
15,16.0,Logistics/warehousing,480.0,4.0,23.0,4.0,25.0,2.0,0.0,0.0,0.0,38.0
16,17.0,Art/graphics/Animation design,209.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,24.0
17,18.0,Science & Technology,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,19.0,Education,397.0,0.0,0.0,4.0,27.0,42.0,0.0,0.0,0.0,2.0
19,20.0,Hospital/medical/care,86.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0
20,21.0,Counsel/consulting,598.0,0.0,11.0,1.0,28.0,1.0,0.0,0.0,0.0,9.0
21,22.0,Transportation service,171.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
22,23.0,Construction/infrastructure/gardening,435.0,0.0,0.0,5.0,48.0,37.0,0.0,0.0,0.0,13.0
23,24.0,Banking,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
24,25.0,Office administration/logistics,928.0,2.0,22.0,38.0,168.0,13.0,0.0,0.0,0.0,104.0
25,26.0,Customer service and technical support,981.0,0.0,36.0,10.0,56.0,0.0,0.0,0.0,0.0,27.0
26,27.0,Securities/finance/investment,432.0,0.0,0.0,4.0,14.0,5.0,0.0,0.0,0.0,12.0
27,28.0,Insurance,416.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,0.0,4.0
28,29.0,Production/operation,331.0,2.0,9.0,16.0,27.0,1.0,0.0,0.0,0.0,6.0
29,30.0,QMS/safety/environmental protection,429.0,3.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,3.0
30,31.0,Technical work,1384.0,13.0,9.0,5.0,16.0,0.0,0.0,0.0,0.0,95.0
31,32.0,Procurement,36.0,1.0,4.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0
32,33.0,Trade,134.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
33,34.0,Biology/chemicals/pharmaceuticals/medical equipment,50.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0
34,35.0,Advertising,66.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,13.0
35,36.0,PRs and news media,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36,37.0,"Movies, TV and recreation",6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
37,38.0,Literature/screenwriting/writing,10.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0
38,39.0,Real property,1168.0,0.0,8.0,1.0,37.0,4.0,0.0,0.0,0.0,48.0
39,40.0,Property management,416.0,4.0,9.0,8.0,62.0,0.0,0.0,0.0,0.0,13.0
40,41.0,Restaurants & recreation,1150.0,13.0,3.0,1.0,21.0,0.0,0.0,0.0,0.0,157.0
41,42.0,Hotels/tourism,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,43.0,Beauty and personal care,229.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0
43,44.0,General merchandise/chains/retail,511.0,7.0,10.0,5.0,12.0,0.0,0.0,0.0,0.0,33.0
44,45.0,Security/housekeeping/other,140.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
45,46.0,Graduates,395.0,0.0,2.0,1.0,38.0,7.0,0.0,0.0,0.0,12.0
46,47.0,Other,1194.0,0.0,18.0,9.0,71.0,14.0,0.0,0.0,0.0,68.0
47,,,,,,,,,,,,
48,,,,,,,,,,,,
