,s/n,Sector,Total demands,Junior middle school,Senior middle school,Technical secondary school,Junior college,Bachelor's degree,Master's degree,Doctor's degree,MBA,Unlimited
0,1,,5,0,0,0,1,0,0,0,0,0
1,2,Computer software ,404,0,0,0,12,11,0,0,0,30
2,3,Sales management,5246,3,82,41,427,19,0,0,0,230
3,4,market/marketing,4067,1,64,18,269,9,0,0,0,214
4,5,Sales ,13743,8,290,75,415,7,0,0,0,363
5,6,Computer hardware,54,0,0,0,4,0,0,0,0,2
6,7,Internet development and application,302,0,0,0,49,1,0,0,0,43
7,8,IT-Management,30,0,0,0,7,1,0,0,0,4
8,9,"IT-QM, technical support and more",90,0,0,0,26,0,0,0,0,1
9,10,Communications technology,75,0,6,0,4,0,0,0,0,2
10,11,Electronics/appliances/semiconductor/instrumentation,95,0,3,2,5,13,2,0,0,5
11,12,Finance/auditing/tax,347,0,1,6,129,17,0,0,0,38
12,13,Engineering/machinery/energy,232,0,6,1,16,22,0,0,0,12
13,14,HR,845,1,5,5,194,46,0,0,0,29
14,15,Senior management,4,0,0,0,2,1,0,0,0,0
15,16,Logistics/warehousing,429,6,23,10,55,1,0,0,0,44
16,17,Art/graphics/Animation design,438,0,0,18,87,9,0,0,0,31
17,18,Science & Technology,37,0,0,0,0,4,2,0,0,0
18,19,Legal profession/law,10,0,0,0,0,2,0,0,0,8
19,20,Education,619,0,2,0,48,41,4,0,0,11
20,21,Hospital/medical/care,124,0,2,4,16,0,0,0,0,2
21,22,Counsel/consulting,1058,0,5,1,97,10,0,0,0,24
22,23,Transportation service,326,25,7,0,0,0,0,0,0,25
23,24,Translation,2,0,0,0,2,0,0,0,0,0
24,25,Construction/infrastructure/gardening,413,0,4,3,54,3,0,0,0,20
25,26,Banking,10,0,0,0,10,0,0,0,0,0
26,27,Office administration/logistics,1443,0,22,28,300,39,0,0,0,143
27,28,Customer service and technical support,1525,1,13,21,155,4,0,0,0,43
28,29,Securities/finance/investment,1074,0,3,12,27,7,0,0,0,33
29,30,Insurance,568,0,2,0,16,5,0,0,0,19
30,31,Production/operation,141,4,1,2,15,2,0,0,0,12
31,32,QMS/safety/environmental protection,110,0,7,1,29,5,0,0,0,5
32,33,Technical work,3326,44,18,5,10,0,0,0,0,70
33,34,Procurement,53,0,0,2,21,1,0,0,0,8
34,35,Trade,44,0,0,0,5,5,0,0,0,2
35,36,Biology/chemicals/pharmaceuticals/medical equipment,117,0,0,0,22,4,0,0,0,23
36,37,Advertising,23,0,0,0,5,2,0,0,0,7
37,38,PRs and news media,99,0,0,0,9,1,0,0,0,2
38,39,"Movies, TV and recreation",2,0,0,0,0,0,0,0,0,2
39,40,Literature/screenwriting/writing,22,0,0,0,1,2,0,0,0,4
40,41,Real property,631,0,0,6,6,0,0,0,0,43
41,42,Property management,222,1,0,2,6,0,0,0,0,20
42,43,Restaurants & recreation,863,0,0,0,15,0,0,0,0,65
43,44,Hotels/tourism,150,0,0,0,2,0,0,0,0,13
44,45,Beauty and personal care,132,0,4,0,5,0,0,0,0,20
45,46,General merchandise/chains/retail,462,0,6,7,11,2,0,0,0,20
46,47,Security/housekeeping/other,67,0,2,0,1,0,0,0,0,11
47,48,Graduates,691,0,0,0,61,4,0,0,0,22
48,49,Other,705,2,17,2,96,9,0,0,0,81
