,s/n,Sector,Total demands,Junior middle school,Senior middle school,Technical secondary school,Junior college,Bachelor's degree,Master's degree,Doctor's degree,MBA,Unlimited
0,1.0,,1105.0,0.0,22.0,1.0,50.0,0.0,0.0,0.0,0.0,65.0
1,2.0,Computer software ,69.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,7.0
2,3.0,Sales management,1513.0,0.0,10.0,4.0,82.0,12.0,0.0,0.0,0.0,66.0
3,4.0,market/marketing,1377.0,2.0,17.0,13.0,61.0,6.0,0.0,0.0,0.0,36.0
4,5.0,Sales ,2380.0,2.0,37.0,10.0,95.0,5.0,0.0,0.0,0.0,117.0
5,6.0,Computer hardware,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
6,7.0,Internet development and application,195.0,0.0,0.0,3.0,11.0,1.0,1.0,0.0,0.0,26.0
7,8.0,IT-Management,19.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0
8,9.0,"IT-QM, technical support and more",9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
9,10.0,Communications technology,42.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
10,11.0,Electronics/appliances/semiconductor/instrumentation,121.0,0.0,0.0,1.0,10.0,12.0,0.0,0.0,0.0,6.0
11,12.0,Finance/auditing/tax,173.0,2.0,2.0,10.0,66.0,3.0,0.0,0.0,0.0,4.0
12,13.0,Engineering/machinery/energy,477.0,4.0,2.0,14.0,23.0,12.0,0.0,0.0,0.0,22.0
13,14.0,HR,177.0,0.0,3.0,0.0,67.0,5.0,0.0,0.0,0.0,15.0
14,15.0,Senior management,11.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0
15,16.0,Logistics/warehousing,162.0,1.0,11.0,4.0,15.0,1.0,0.0,0.0,0.0,17.0
16,17.0,Art/graphics/Animation design,173.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,27.0
17,18.0,Legal profession/law,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
18,19.0,Education,54.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0
19,20.0,Hospital/medical/care,264.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,5.0
20,21.0,Counsel/consulting,173.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
21,22.0,Transportation service,37.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
22,23.0,Construction/infrastructure/gardening,141.0,4.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0
23,24.0,Banking,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
24,25.0,Office administration/logistics,364.0,0.0,4.0,10.0,67.0,14.0,0.0,0.0,0.0,58.0
25,26.0,Customer service and technical support,707.0,0.0,21.0,1.0,21.0,1.0,0.0,0.0,0.0,7.0
26,27.0,Securities/finance/investment,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
27,28.0,Insurance,330.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,13.0
28,29.0,Production/operation,116.0,6.0,1.0,2.0,11.0,3.0,1.0,0.0,0.0,10.0
29,30.0,QMS/safety/environmental protection,67.0,0.0,0.0,8.0,10.0,3.0,0.0,0.0,0.0,4.0
30,31.0,Technical work,951.0,11.0,4.0,26.0,3.0,0.0,0.0,0.0,0.0,74.0
31,32.0,Procurement,13.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
32,33.0,Trade,82.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
33,34.0,Biology/chemicals/pharmaceuticals/medical equipment,121.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,42.0
34,35.0,Advertising,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
35,36.0,PRs and news media,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36,37.0,"Movies, TV and recreation",61.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
37,38.0,Literature/screenwriting/writing,39.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
38,39.0,Real property,157.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,8.0
39,40.0,Property management,239.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,19.0
40,41.0,Restaurants & recreation,757.0,13.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,83.0
41,42.0,Hotels/tourism,28.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
42,43.0,Beauty and personal care,104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
43,44.0,General merchandise/chains/retail,220.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,7.0
44,45.0,Security/housekeeping/other,116.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0
45,46.0,Graduates,311.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,14.0
46,47.0,Other,241.0,3.0,4.0,0.0,60.0,8.0,0.0,0.0,0.0,27.0
47,,,,,,,,,,,,
48,,,,,,,,,,,,
