,s/n,Sector,Total demands,Junior middle school,Senior middle school,Technical secondary school,Junior college,Bachelor's degree,Master's degree,Doctor's degree,MBA,Unlimited
0,1.0,,1358.0,0.0,19.0,4.0,62.0,0.0,0.0,0.0,0.0,57.0
1,2.0,Computer software ,150.0,0.0,0.0,0.0,14.0,12.0,2.0,2.0,0.0,10.0
2,3.0,Sales management,5129.0,6.0,20.0,3.0,171.0,12.0,0.0,0.0,0.0,95.0
3,4.0,market/marketing,3597.0,6.0,25.0,15.0,75.0,14.0,0.0,0.0,0.0,52.0
4,5.0,Sales ,5829.0,4.0,71.0,17.0,139.0,12.0,0.0,0.0,0.0,175.0
5,6.0,Computer hardware,29.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
6,7.0,Internet development and application,403.0,0.0,0.0,1.0,29.0,8.0,0.0,0.0,0.0,29.0
7,8.0,IT-Management,23.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0
8,9.0,"IT-QM, technical support and more",38.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
9,10.0,Communications technology,41.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
10,11.0,Electronics/appliances/semiconductor/instrumentation,344.0,0.0,6.0,0.0,13.0,22.0,16.0,0.0,0.0,4.0
11,12.0,Finance/auditing/tax,239.0,0.0,3.0,2.0,67.0,16.0,1.0,0.0,0.0,35.0
12,13.0,Engineering/machinery/energy,672.0,1.0,2.0,11.0,43.0,36.0,4.0,1.0,0.0,15.0
13,14.0,HR,211.0,0.0,7.0,0.0,65.0,8.0,0.0,0.0,0.0,21.0
14,15.0,Senior management,19.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,2.0
15,16.0,Logistics/warehousing,363.0,3.0,16.0,5.0,19.0,5.0,0.0,0.0,0.0,29.0
16,17.0,Art/graphics/Animation design,261.0,0.0,2.0,11.0,25.0,8.0,0.0,0.0,0.0,24.0
17,18.0,Science & Technology,12.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
18,19.0,Legal profession/law,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
19,20.0,Education,239.0,0.0,0.0,0.0,7.0,10.0,0.0,16.0,0.0,5.0
20,21.0,Hospital/medical/care,1445.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,3.0
21,22.0,Counsel/consulting,578.0,0.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0
22,23.0,Transportation service,70.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0
23,24.0,Translation,32.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
24,25.0,Construction/infrastructure/gardening,277.0,7.0,1.0,4.0,24.0,7.0,0.0,0.0,0.0,13.0
25,26.0,Office administration/logistics,486.0,2.0,15.0,4.0,107.0,9.0,1.0,0.0,0.0,52.0
26,27.0,Customer service and technical support,671.0,2.0,32.0,7.0,45.0,3.0,0.0,0.0,0.0,7.0
27,28.0,Securities/finance/investment,212.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,11.0
28,29.0,Insurance,465.0,0.0,17.0,0.0,29.0,6.0,1.0,0.0,0.0,5.0
29,30.0,Production/operation,94.0,0.0,4.0,4.0,9.0,4.0,0.0,0.0,0.0,4.0
30,31.0,QMS/safety/environmental protection,92.0,0.0,0.0,5.0,10.0,12.0,1.0,0.0,0.0,3.0
31,32.0,Technical work,1293.0,15.0,7.0,38.0,5.0,7.0,0.0,0.0,0.0,86.0
32,33.0,Procurement,15.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0
33,34.0,Trade,144.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0
34,35.0,Biology/chemicals/pharmaceuticals/medical equipment,302.0,0.0,4.0,0.0,10.0,27.0,4.0,1.0,0.0,2.0
35,36.0,Advertising,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
36,37.0,PRs and news media,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
37,38.0,"Movies, TV and recreation",27.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
38,39.0,Literature/screenwriting/writing,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
39,40.0,Real property,203.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,16.0
40,41.0,Property management,106.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,16.0
41,42.0,Restaurants & recreation,489.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0
42,43.0,Hotels/tourism,115.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,16.0
43,44.0,Beauty and personal care,152.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0
44,45.0,General merchandise/chains/retail,294.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0
45,46.0,Security/housekeeping/other,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0
46,47.0,Graduates,821.0,0.0,0.0,0.0,39.0,27.0,1.0,0.0,0.0,16.0
47,48.0,Other,364.0,3.0,0.0,2.0,60.0,11.0,2.0,0.0,0.0,42.0
48,,,,,,,,,,,,
